relative_path,class_label,crop,disease,file_hash,width,height,source,is_duplicate
external/plantvillage/Apple___Apple_scab/3652fd23-ba4c-4958-8db8-3aff8f614dfd___FREC_Scab 3377.JPG,Apple___Apple_scab,Apple,Apple_scab,1be77878d12e5273d62b606f7fe9d12f,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/36d99a07-4a43-4416-b204-6886f71d5039___FREC_Scab 3294.JPG,Apple___Apple_scab,Apple,Apple_scab,2486ed689dae139535f8bd51096d9ef1,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/376aaef3-8649-43aa-89f8-166bd349a3d3___FREC_Scab 3064.JPG,Apple___Apple_scab,Apple,Apple_scab,912b8381857c2b5803f5bd8cb6c90052,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/38e76f0a-63cb-460a-b0fa-f20e561dc2c0___FREC_Scab 3481.JPG,Apple___Apple_scab,Apple,Apple_scab,47cfae8c3c6165be112af422fd78bc45,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/3bf2f5f8-4578-405a-88c6-c5338620a078___FREC_Scab 3059.JPG,Apple___Apple_scab,Apple,Apple_scab,3f9309d2d2fac51214cd4498e8d2d90d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183.JPG,Apple___Apple_scab,Apple,Apple_scab,7b881e1a01df3e3280f2fcf0b046d8b2,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/3c2f46e3-9f96-4912-a9d5-7a046aa6a1b2___FREC_Scab 2967.JPG,Apple___Apple_scab,Apple,Apple_scab,640a3f12f69da5e372819057d13b6197,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/3d34bd1c-fae9-446a-a629-147b5e8d5d6b___FREC_Scab 3103.JPG,Apple___Apple_scab,Apple,Apple_scab,85e1afb3c37066269c7c2571b280bb19,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/3f65aa69-06c9-423f-ac7a-e2ab6edf63ca___FREC_Scab 3360.JPG,Apple___Apple_scab,Apple,Apple_scab,55b6340b033ee786183b5091939bae46,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/4098b029-fcda-4d2f-9703-c16e6e5fae49___FREC_Scab 3455.JPG,Apple___Apple_scab,Apple,Apple_scab,379aef26a7520f62960560a49f44e372,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.JPG,Apple___Apple_scab,Apple,Apple_scab,f0666cd054b9780e6ab223da51084fab,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/40d60cf0-1311-40c7-9e7e-579e74c92027___FREC_Scab 3136.JPG,Apple___Apple_scab,Apple,Apple_scab,b9290507cbad4ca95dc4c1e9c6f27267,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/40df2c3f-673e-4da8-a172-65fd5a656c1d___FREC_Scab 2957.JPG,Apple___Apple_scab,Apple,Apple_scab,f633aab7e90a423fde36490af9b93d3c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/419c16b2-13aa-485b-8342-3760707e21f9___FREC_Scab 3285.JPG,Apple___Apple_scab,Apple,Apple_scab,a9e71b3b4e8fafc6c7c06a270ecd967e,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/41c2bb79-44fb-48f4-864f-eec35e3442f5___FREC_Scab 2931.JPG,Apple___Apple_scab,Apple,Apple_scab,99f046afc4680f105629a84e2942f46a,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/41c30a63-9e26-4ced-8110-038a2e36b095___FREC_Scab 3298.JPG,Apple___Apple_scab,Apple,Apple_scab,879915fe33099adf818e0c880d9a7aaf,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/43f68711-decd-4831-bf5c-99fa40abe339___FREC_Scab 3413.JPG,Apple___Apple_scab,Apple,Apple_scab,0e9ff5751e7b42de3ba9bca4cfeaf9f1,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/4442b558-4db4-4de3-82c3-7524b59bb315___FREC_Scab 2961.JPG,Apple___Apple_scab,Apple,Apple_scab,a0209d63188a047540a327d7bf71440d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/444c4ed0-3bee-4059-870a-a15a00f0e37e___FREC_Scab 3067.JPG,Apple___Apple_scab,Apple,Apple_scab,d8fa115ed6969f22e42ef15e392a0eb4,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/4495850d-4478-4680-a657-c082a8ea69ed___FREC_Scab 3534.JPG,Apple___Apple_scab,Apple,Apple_scab,c486a831de4633112d31bfb49d354331,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/44b52928-c5dd-48f4-b2c8-b128032c49dd___FREC_Scab 3518.JPG,Apple___Apple_scab,Apple,Apple_scab,79c2f6c644db1369bb77f480666a6611,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/44dbb7a4-4c41-4d4c-9e34-9e665a35926c___FREC_Scab 3438.JPG,Apple___Apple_scab,Apple,Apple_scab,5cb18d2ee727e6392888aa6253477d05,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/44dcf367-d162-407e-8ea8-e363ab8ff5c4___FREC_Scab 3282.JPG,Apple___Apple_scab,Apple,Apple_scab,ffe4c02d4920d72d23c39cef7e09a367,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/45000608-507a-46f5-be52-3ee24d0fb47d___FREC_Scab 3113.JPG,Apple___Apple_scab,Apple,Apple_scab,031fd7ac409afe0e00081baeddfa7a85,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/45512c84-e453-459c-b12f-1d08ce44001b___FREC_Scab 3072.JPG,Apple___Apple_scab,Apple,Apple_scab,33b0e8a95d93611ab7e54ce0175dac2f,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/45a699f2-a02d-4f1f-b628-6d445c58a595___FREC_Scab 3291.JPG,Apple___Apple_scab,Apple,Apple_scab,0159a9fa56c8edf0ba81816298002d78,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/45e34a1f-1d46-42e8-921d-c82f2c9e7cd1___FREC_Scab 3228.JPG,Apple___Apple_scab,Apple,Apple_scab,1b3b1592318bb98a3a8fad8496576e65,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/45ee8aaa-1a08-46ed-8ac8-bba8e40c61d6___FREC_Scab 2986.JPG,Apple___Apple_scab,Apple,Apple_scab,34d5f9c4ceb9effa8b9a73dd4046824d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/462f0ef8-5460-4f5c-8935-62a204d3fc08___FREC_Scab 2924.JPG,Apple___Apple_scab,Apple,Apple_scab,2edc37c3992fa7c52ebb6064a0b238cf,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/47ebb7a4-a8e0-4a57-95e5-dd8e9d1235a2___FREC_Scab 3147.JPG,Apple___Apple_scab,Apple,Apple_scab,6f778f486c36c0851068d662f3b1ee27,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/48420763-bd18-49b4-9ab4-69319b5733f2___FREC_Scab 3201.JPG,Apple___Apple_scab,Apple,Apple_scab,e7058e95907470a6b241447729814299,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/48dcb319-8b65-4bac-bba4-aa8ffa8abdd0___FREC_Scab 3519.JPG,Apple___Apple_scab,Apple,Apple_scab,d57b8d723f90155a6ef9fc724f3ddaab,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/48e62e54-d02a-41bb-8486-234408706e69___FREC_Scab 3190.JPG,Apple___Apple_scab,Apple,Apple_scab,fafb5cff622130e73aec3195de06747e,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/4940cd87-695e-4f4d-8a45-5490812447cc___FREC_Scab 3044.JPG,Apple___Apple_scab,Apple,Apple_scab,a3aca3c663dcf6890a5c50219e67d141,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/495816a8-4d85-47a5-9aca-a09f3f30a068___FREC_Scab 3443.JPG,Apple___Apple_scab,Apple,Apple_scab,bc3adea24a26cdfbd25e2342e96cea41,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/4a50158d-dcd0-4a1f-885e-2d9b16a4e344___FREC_Scab 3205.JPG,Apple___Apple_scab,Apple,Apple_scab,1961d09e9b1b22f4d229bbc26cb3e146,256,256,PlantVillage,False
