relative_path,class_label,crop,disease,file_hash,width,height,source,is_duplicate
external/plantvillage/Apple___Apple_scab/0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288.JPG,Apple___Apple_scab,Apple,Apple_scab,589432a4c7a74ccfd0f7a81aec20029f,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0a5e9323-dbad-432d-ac58-d291718345d9___FREC_Scab 3417.JPG,Apple___Apple_scab,Apple,Apple_scab,fcd5d839fab8877fcb73c3ce37817138,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0a6812de-7416-4ffe-aba9-307599a02c84___FREC_Scab 2973.JPG,Apple___Apple_scab,Apple,Apple_scab,70387ac9760f2895ed56709fe44b9b70,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0a769a71-052a-4f19-a4d8-b0f0cb75541c___FREC_Scab 3165.JPG,Apple___Apple_scab,Apple,Apple_scab,41ae22fa44b81586a0e516a391ff35e9,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101.JPG,Apple___Apple_scab,Apple,Apple_scab,6eeb70cc74b4994c36f103825b0f399e,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,Apple___Apple_scab,Apple,Apple_scab,a4d9740240acf62e8c4f656acd65308c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137.JPG,Apple___Apple_scab,Apple,Apple_scab,5e2df031f26a1e42c31ae7a3013398f6,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131.JPG,Apple___Apple_scab,Apple,Apple_scab,6756e28b6dfdc41091cebca6a4338e9e,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0cbfa4fa-63d8-43ce-9385-ff140e524b69___FREC_Scab 3164.JPG,Apple___Apple_scab,Apple,Apple_scab,f9d85d9b6077d25f1fbaff92265ab3d9,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0d3c0790-7833-470b-ac6e-94d0a3bf3e7c___FREC_Scab 2959.JPG,Apple___Apple_scab,Apple,Apple_scab,aafe0f0479f6a41c2558d10e88f87f9c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0d8d5b80-962d-4381-8d3b-9eca3f2f1bb0___FREC_Scab 3449.JPG,Apple___Apple_scab,Apple,Apple_scab,532704a675494acb6250d4fcb009884a,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976.JPG,Apple___Apple_scab,Apple,Apple_scab,7fef85e91782b8ce77eebb1df5843f3d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0e90fe4a-e8b6-4186-9429-a9fea180af9a___FREC_Scab 3391.JPG,Apple___Apple_scab,Apple,Apple_scab,4cd9b38de5da75fec57a0fdbc21f29ee,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/0ea78733-9404-4536-8793-a108c66269b3___FREC_Scab 3145.JPG,Apple___Apple_scab,Apple,Apple_scab,a15381d7b3fb221d75d4b346887ce1a6,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/10072248-60e2-4190-b4df-14e8ab61008c___FREC_Scab 3445.JPG,Apple___Apple_scab,Apple,Apple_scab,b1f801ce68e121004cdb9e066cbddccb,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/106aaa5f-c98d-482d-88ef-8e5170e9072d___FREC_Scab 3489.JPG,Apple___Apple_scab,Apple,Apple_scab,658a950b8144bd166a77d2400e21f610,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462.JPG,Apple___Apple_scab,Apple,Apple_scab,eefd00f6553e132978135cb1e054c37b,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/11f5b020-3dfd-400c-9819-7d229bc5f929___FREC_Scab 2945.JPG,Apple___Apple_scab,Apple,Apple_scab,b7c14bc7398a56151a2a721ff82fdca3,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154.JPG,Apple___Apple_scab,Apple,Apple_scab,fd1f4e152d67bb17b767f1d3a1c43683,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,Apple___Apple_scab,Apple,Apple_scab,80cc192fd2a296241be62bf98391a235,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/13b10b04-7da6-4d34-8b43-258239a25ffd___FREC_Scab 2990.JPG,Apple___Apple_scab,Apple,Apple_scab,ae0f56eecf721190ba3699423d686877,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG,Apple___Apple_scab,Apple,Apple_scab,c92d49f9c971444ea64efb65fd88dcfd,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/13f31401-f65a-4025-823a-4f2738e8bff9___FREC_Scab 3062.JPG,Apple___Apple_scab,Apple,Apple_scab,324ade1b62430ddf19336661dc638ca4,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965.JPG,Apple___Apple_scab,Apple,Apple_scab,2afc28958acf04a0cb885b70d9fa4cad,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab 3194.JPG,Apple___Apple_scab,Apple,Apple_scab,275dc4bb06485bc4604553284a6d7fe5,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434.JPG,Apple___Apple_scab,Apple,Apple_scab,c6a907963868284828cc1c5067e80b51,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/15bfa086-7d4a-43c0-800d-2fe8255ba50c___FREC_Scab 3150.JPG,Apple___Apple_scab,Apple,Apple_scab,0d435869285c015f23b4e25def35f34e,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336.JPG,Apple___Apple_scab,Apple,Apple_scab,c84a238c83a5a02ad12fb7f54e29f23d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110.JPG,Apple___Apple_scab,Apple,Apple_scab,e316b652c5c84eab788fec71ff0bf6e5,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083.JPG,Apple___Apple_scab,Apple,Apple_scab,21fee016b24463d00a7f8e8889452f54,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/18ab74ed-8e95-4787-b2e1-1283594bd00b___FREC_Scab 3012.JPG,Apple___Apple_scab,Apple,Apple_scab,3b98d9cfec9a14360a7bf4c2e2201a2d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.JPG,Apple___Apple_scab,Apple,Apple_scab,4fff9cf2898a3b7d7b6a1600ed80309a,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/18ea82fd-4e16-416f-8ad9-54e0f6601693___FREC_Scab 3127.JPG,Apple___Apple_scab,Apple,Apple_scab,9f2db176fbd0e82c1758dea480ce65f4,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1962d1ec-fb66-4583-b631-81cd23ecf063___FREC_Scab 3238.JPG,Apple___Apple_scab,Apple,Apple_scab,1c3fee16bee1292c6d4b1a32caf6d6a6,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1a21aabb-6f74-4644-8d9e-a517568b7e9c___FREC_Scab 3095.JPG,Apple___Apple_scab,Apple,Apple_scab,8961696f2fa86e76b023ee1a4c923f8d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1a304331-98b5-473f-bbb1-c33b8441052a___FREC_Scab 3296.JPG,Apple___Apple_scab,Apple,Apple_scab,0a14b2a967ae897153d5f9d9c12ef42c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1a4047d7-23d6-4bba-ba10-b6e7005ea01b___FREC_Scab 3193.JPG,Apple___Apple_scab,Apple,Apple_scab,3fa093d034aed19d18d187b08bc5daea,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1a41bab0-45e0-4dda-a798-9bf4a998f1b6___FREC_Scab 3450.JPG,Apple___Apple_scab,Apple,Apple_scab,eae82b79cb96615c3aa66855d197f6e2,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1b1004c8-99e9-4c85-8fe5-b1c11d558cf8___FREC_Scab 3300.JPG,Apple___Apple_scab,Apple,Apple_scab,6eba7a3758bb72262a19721c43772006,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1bc60205-27cc-4d10-bc87-7e968573e5d5___FREC_Scab 3531.JPG,Apple___Apple_scab,Apple,Apple_scab,65dc443e90af3618524a8900c16abd6d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1bcc3b5d-7e00-43fb-983e-95ae271a715b___FREC_Scab 3061.JPG,Apple___Apple_scab,Apple,Apple_scab,5a879ab5c78eb38aa51faffe842880f0,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1c10ab31-02b9-4008-b66f-9b44d8a9d323___FREC_Scab 3084.JPG,Apple___Apple_scab,Apple,Apple_scab,9b9b509c2521351eee05cab3ada0fdeb,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1cb869ea-0a4c-47d7-9def-a88c16b72ddc___FREC_Scab 3350.JPG,Apple___Apple_scab,Apple,Apple_scab,c2ce32db009a06c7e22cb73551810ad7,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1cdf2779-8cb1-4ae4-be70-b0eeb1abb0f8___FREC_Scab 3370.JPG,Apple___Apple_scab,Apple,Apple_scab,c57379931b48a44aabca82d521a334d1,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1ceeeee0-40bd-4ac9-8a57-59385bf5df8a___FREC_Scab 3001.JPG,Apple___Apple_scab,Apple,Apple_scab,216ce8c5635106cebbd2748d0457c3a4,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1d81b4c1-072d-4cf7-b1ca-ce43f59822d8___FREC_Scab 3406.JPG,Apple___Apple_scab,Apple,Apple_scab,41e623e57151f912bce80de400ce9be5,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1d9d67e2-5603-4710-ae2b-6cb0b922ae61___FREC_Scab 3122.JPG,Apple___Apple_scab,Apple,Apple_scab,b0a4163f3c121287fb98ca71e66ba63a,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1f6abf22-93fa-48f0-a509-cc3e210f75f0___FREC_Scab 3172.JPG,Apple___Apple_scab,Apple,Apple_scab,3c3b3b4c7b92ea2316eccf690ac16e50,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1f97d75c-db85-4344-8687-82ca56454d17___FREC_Scab 3408.JPG,Apple___Apple_scab,Apple,Apple_scab,f3737036faa9ce18db67b2f785aca308,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/1f98b949-4df2-45cf-8572-3b4a753be21a___FREC_Scab 2907.JPG,Apple___Apple_scab,Apple,Apple_scab,ea4a540c8a39fad88162947c288a5c31,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/201d8b27-5a38-43e5-8065-f7fe039ad781___FREC_Scab 3058.JPG,Apple___Apple_scab,Apple,Apple_scab,a43846258960d500cd5881f1dc500a79,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/20f4f8d1-7527-420b-a90d-e17b9e45549a___FREC_Scab 2997.JPG,Apple___Apple_scab,Apple,Apple_scab,3ebedcdec87ee60d4b7d83b5da476d3c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/222a9802-f14c-433e-9d18-d0668ed3c279___FREC_Scab 3239.JPG,Apple___Apple_scab,Apple,Apple_scab,c102f94ad127058d0ed2323c7cdbf9f2,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/22c12d6a-3c17-45be-b53b-f17f1b3f5168___FREC_Scab 3206.JPG,Apple___Apple_scab,Apple,Apple_scab,f29c849eedee98c53ac0e8c14ca484e6,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/233b7aec-ccec-47a3-b5bd-27e154d7a8f7___FREC_Scab 2912.JPG,Apple___Apple_scab,Apple,Apple_scab,2c5e45e9a285f25c04af8fc2f00d5adc,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/23466313-6a2c-46e7-ad89-1f95dd2d3b40___FREC_Scab 3517.JPG,Apple___Apple_scab,Apple,Apple_scab,3c7e12b8301da01a1f42cb3bba7eb59d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/23576562-df0c-46bb-8c50-1bf03412097f___FREC_Scab 3086.JPG,Apple___Apple_scab,Apple,Apple_scab,193e902daef51ae57c4ed13463bf167c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/23f31e0d-3330-4752-9f83-8aba28c90ccb___FREC_Scab 3178.JPG,Apple___Apple_scab,Apple,Apple_scab,4cb18efc7393d76c09bebb5dae7d3fbc,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2438c1f0-556e-4575-b382-96e17f908e34___FREC_Scab 3230.JPG,Apple___Apple_scab,Apple,Apple_scab,21f8d9cf39a6b7e6572175b1da157458,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/246c33b0-fac8-4cca-ae8b-17947338b8b2___FREC_Scab 3091.JPG,Apple___Apple_scab,Apple,Apple_scab,da85a4f30ddead25c84bc0a19916fe48,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/24d43ad3-24e6-4236-8ef7-59b268520ca3___FREC_Scab 3533.JPG,Apple___Apple_scab,Apple,Apple_scab,aecf592697884adfc43b3d85b98b9981,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/252087d7-57c9-4ebe-b6c4-840d6c5dfcb1___FREC_Scab 3329.JPG,Apple___Apple_scab,Apple,Apple_scab,baac78789777ce797bb63924e80a7852,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/258ce9eb-2b67-475b-b09c-0bc83b0987f1___FREC_Scab 3033.JPG,Apple___Apple_scab,Apple,Apple_scab,ad32b5c3cc9e4243a26e663598886aae,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494.JPG,Apple___Apple_scab,Apple,Apple_scab,5d5953c574d83adec419d4bf6b83d589,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/268a2ad1-d649-4ec0-add3-61cc8f54f479___FREC_Scab 3235.JPG,Apple___Apple_scab,Apple,Apple_scab,56eebe58b061df412d258b97ae7a94d3,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/26a31865-1d42-4bd6-8b67-02cbedfd6f64___FREC_Scab 3516.JPG,Apple___Apple_scab,Apple,Apple_scab,79d229a1d55b7e784dc686a09b70e688,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/270dd6be-95f4-4fd1-8423-b698663b3f72___FREC_Scab 2954.JPG,Apple___Apple_scab,Apple,Apple_scab,45b1a29747cc76fa40ee2b72961d0e2c,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/27338275-3c75-4bbf-8d74-7b90e9d224d3___FREC_Scab 3269.JPG,Apple___Apple_scab,Apple,Apple_scab,2650f4ada7df869e2270e14e2ab63d42,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/276ed34e-9987-4b38-b83b-8626504fc204___FREC_Scab 3050.JPG,Apple___Apple_scab,Apple,Apple_scab,546682b1f71d4329027857e35f947d86,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/29ab8216-ec38-4efd-9c77-21068fa899a4___FREC_Scab 3241.JPG,Apple___Apple_scab,Apple,Apple_scab,adc3958c0cfb692cd41d1ca85e411208,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2a59761b-c91c-451c-8e13-d9dc3aff8d29___FREC_Scab 3503.JPG,Apple___Apple_scab,Apple,Apple_scab,ce4bfe6a475489e78f026b46bc0eb9a9,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2a800c84-902e-4aa8-af13-4e020d6f17dd___FREC_Scab 3124.JPG,Apple___Apple_scab,Apple,Apple_scab,66d51eb14d8e1552b24633e44f9b643a,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2a97b29d-8a63-47ab-bd5b-c14832a586c8___FREC_Scab 3242.JPG,Apple___Apple_scab,Apple,Apple_scab,ba3eff8e011573f790d66e82b62fefda,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2ae81857-0615-4a6a-8d13-1ace0c62284d___FREC_Scab 2992.JPG,Apple___Apple_scab,Apple,Apple_scab,540e5aa323545092216d57bc9773c23b,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326.JPG,Apple___Apple_scab,Apple,Apple_scab,5d62fd10ebabf3fa78686b571ab8d144,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2bc50b52-0d7d-41a3-be8a-8d070341d87f___FREC_Scab 3476.JPG,Apple___Apple_scab,Apple,Apple_scab,170f787f38882054a98a61b33f22c6cf,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2bfd8ee0-af6b-42fd-ae61-fc5e92ec1b67___FREC_Scab 2988.JPG,Apple___Apple_scab,Apple,Apple_scab,936883082ff5fdea9dd30fadf053c006,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2c648fcd-d637-4559-beaa-9dd6079646fb___FREC_Scab 3213.JPG,Apple___Apple_scab,Apple,Apple_scab,bb60d9d39f82056da2f62ee2a451f38f,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2c7ca7c8-1a6c-4811-b9b0-b054c11a5397___FREC_Scab 3260.JPG,Apple___Apple_scab,Apple,Apple_scab,4d7bf69caa19e64eee418fcc4b74a584,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2c89ceaf-748c-4371-80d0-d01855f04a92___FREC_Scab 2962.JPG,Apple___Apple_scab,Apple,Apple_scab,f782bd057677b57713fb47bc25fbec4f,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2d329823-7ad5-4189-89b7-4bdf24f9c393___FREC_Scab 3507.JPG,Apple___Apple_scab,Apple,Apple_scab,88164a3ef5ac8fe0bb975756c6ed79c4,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2d4c8a12-a34c-4c8b-b357-271d87532ece___FREC_Scab 3090.JPG,Apple___Apple_scab,Apple,Apple_scab,12201d89a4efc979e8d5b4fb1b1a985f,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2d5265d2-be99-4e9f-a085-d309cc01b751___FREC_Scab 3023.JPG,Apple___Apple_scab,Apple,Apple_scab,023fab64445060ebc10c97e830cd66da,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2dd8b8f8-46b0-4bc6-b817-ea7163f4b28b___FREC_Scab 3473.JPG,Apple___Apple_scab,Apple,Apple_scab,6c2e0599349fab8212b57d48b2fba857,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2e264ee0-7679-4ad2-a19a-1ac4d2e84079___FREC_Scab 2984.JPG,Apple___Apple_scab,Apple,Apple_scab,042d2d12556af3271f13d8e868fdea20,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2f1e68c0-c059-46fd-bbf3-f160817abdc3___FREC_Scab 3535.JPG,Apple___Apple_scab,Apple,Apple_scab,de441f1ceaab39038f1fab8e22eb2b63,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/2f668a95-80ab-40ac-98ef-657bd85b668b___FREC_Scab 3247.JPG,Apple___Apple_scab,Apple,Apple_scab,0a9f9c8ca374db5010d1cbbe52af5520,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/30111fee-0c22-4ca4-aeb4-ac14a9a5d651___FREC_Scab 3097.JPG,Apple___Apple_scab,Apple,Apple_scab,8e59d4603f0a48dc1a78f110c31e8aa8,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/320dff9e-6d59-4bec-9e7c-930444343e3b___FREC_Scab 3398.JPG,Apple___Apple_scab,Apple,Apple_scab,a02a6d4eb1022442fca6e08d6607b994,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/321c7135-853f-444d-9952-a893e660d966___FREC_Scab 2958.JPG,Apple___Apple_scab,Apple,Apple_scab,836dc8b37a3896be8931ef0fafbdcc3d,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/32454154-edbf-464f-8097-e99a3d9a15af___FREC_Scab 2936.JPG,Apple___Apple_scab,Apple,Apple_scab,c7764084c28142fe48cee6d11ae95273,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/32550bbb-cdf1-4805-8167-27dc5a8e87d2___FREC_Scab 3195.JPG,Apple___Apple_scab,Apple,Apple_scab,afcee4d141de53e90245b8111f162321,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/334f8e1a-5989-476e-88f4-8a45c304e12c___FREC_Scab 3035.JPG,Apple___Apple_scab,Apple,Apple_scab,fb1d7238cb90e77d59d757a29808b4e6,256,256,PlantVillage,False
external/plantvillage/Apple___Apple_scab/33ebf0dd-f971-4f11-aa93-45df7d55a9ea___FREC_Scab 3182.JPG,Apple___Apple_scab,Apple,Apple_scab,0d7569018ccfa7028427f518968b0b05,256,256,PlantVillage,False
